Temperature  ,Humidity   ,Barometric Pressure   ,Timestamp   
84.20,52.00,101158,2020-05-16 09:42:31

82.40,52.00,101153,2020-05-16 09:42:37

82.40,52.00,101146,2020-05-16 09:42:46

82.40,52.00,101150,2020-05-16 09:42:52

82.40,52.00,101153,2020-05-16 09:42:58

82.40,52.00,101155,2020-05-16 09:43:04

82.40,52.00,101141,2020-05-16 09:43:10

82.40,52.00,101162,2020-05-16 09:43:16

82.40,52.00,101149,2020-05-16 09:43:22

82.40,52.00,101146,2020-05-16 09:43:29

